name|productUrl|imageUrl|description|price|currency|TDProductId|TDCategoryID|TDCategoryName|merchantCategoryName|sku|shortDescription|promoText|previousPrice|warranty|availability|inStock|shippingCost|deliveryTime|weight|size|brand|model|ean|upc|isbn|condition|mpn|techSpecs|manufacturer|programName|programLogoPath|programId|advertiserProductUrl|fields
"ANURA - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1229330617)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44501180%26tp%3D31059)"|"http://cdn.yoox.biz/44/44501180_2.JPG"|"Solid colour Buckling ankle strap closure Round toeline Detachable application Leather sole Covered spike heel No No platform not made of fur Sandals  Suede"|"49.00"|"GBP"|"1229330617"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44501180"|"ANURA - FOOTWEAR - High-heeled sandals"|""|"123.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7,8"|"ANURA"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44501180&tp=31059"|"color:Emerald green - Black - Beige;largeimage:http://cdn.yoox.biz/44/44501180EE_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44501180EE_12_F.JPG;sex:WOMEN"
"PIKOLINOS - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1229330901)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44502776%26tp%3D31059)"|"http://cdn.yoox.biz/44/44502776_2.JPG"|"Laser cut Two-tone pattern Side buckle closure Round toeline Stitching Bow detailing Rubber sole Wooden heel No No platform not made of fur Sandals  Soft leather"|"39.00"|"GBP"|"1229330901"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44502776"|"PIKOLINOS - FOOTWEAR - High-heeled sandals"|""|"88.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"4,5,6,7,8"|"PIKOLINOS"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44502776&tp=31059"|"color:Sand - Rust;largeimage:http://cdn.yoox.biz/44/44502776SS_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44502776SS_12_F.JPG;sex:WOMEN"
"TARGET - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1234419113)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44502916%26tp%3D31059)"|"http://cdn.yoox.biz/44/44502916_2.JPG"|"Stained effect Solid colour Side buckle closure Round toeline No appliqu&#233;s Leather sole Square heel No No platform not made of fur Sandals  Calf-skin leather"|"39.00"|"GBP"|"1234419113"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44502916"|"TARGET - FOOTWEAR - High-heeled sandals"|""|"109.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,8"|"TARGET"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44502916&tp=31059"|"color:Beige;largeimage:http://cdn.yoox.biz/44/44502916VE_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44502916VE_12_F.JPG;sex:WOMEN"
"LECL? - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1234419217)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44503100%26tp%3D31059)"|"http://cdn.yoox.biz/44/44503100_2.JPG"|"Two-tone pattern Buckle Round toeline Ostrich Print No appliqu&#233;s Leather/rubber sole No heel Large sized No No platform not made of fur Sandals  Soft leather"|"49.00"|"GBP"|"1234419217"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44503100"|"LECL? - FOOTWEAR - High-heeled sandals"|""|"137.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6,7,8"|"LECL?"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44503100&tp=31059"|"color:Blue - Cocoa;largeimage:http://cdn.yoox.biz/44/44503100SB_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44503100SB_12_F.JPG;sex:WOMEN"
"COCCINELLE - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1242396051)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44503203%26tp%3D31059)"|"http://cdn.yoox.biz/44/44503203_2.JPG"|"Two-tone pattern Round toeline No appliqu&#233;s Leather sole Cigarette heel No No platform not made of fur Sandals  Calf-skin leather"|"59.00"|"GBP"|"1242396051"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44503203"|"COCCINELLE - FOOTWEAR - High-heeled sandals"|""|"111.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"4"|"COCCINELLE"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44503203&tp=31059"|"color:Black - Light pink;largeimage:http://cdn.yoox.biz/44/44503203FN_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44503203FN_12_F.JPG;sex:WOMEN"
"G.J.L. - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1242396187)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44505399%26tp%3D31059)"|"http://cdn.yoox.biz/44/44505399_2.JPG"|"Solid colour Buckling ankle strap closure Round toeline No appliqu&#233;s Sole in eco-leather Covered cigarette heel No No platform not made of fur Sandals  Soft leather"|"35.00"|"GBP"|"1242396187"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44505399"|"G.J.L. - FOOTWEAR - High-heeled sandals"|""|"80.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6,7,8"|"G.J.L."|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44505399&tp=31059"|"color:Green - Dove grey - Brick red;largeimage:http://cdn.yoox.biz/44/44505399DL_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44505399DL_12_F.JPG;sex:WOMEN"
"G.J.L. - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1242396203)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44505415%26tp%3D31059)"|"http://cdn.yoox.biz/44/44505415_2.JPG"|"Solid colour Elasticised gores Buckling ankle strap closure Round toeline Flower application Sole in eco-leather Covered cigarette heel No No platform not made of fur Sandals  Soft leather"|"32.00"|"GBP"|"1242396203"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44505415"|"G.J.L. - FOOTWEAR - High-heeled sandals"|""|"89.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6,7,8"|"G.J.L."|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44505415&tp=31059"|"color:Black - Military green - Dove grey;largeimage:http://cdn.yoox.biz/44/44505415AN_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44505415AN_12_F.JPG;sex:WOMEN"
"X SHOES - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1242396271)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44505783%26tp%3D31059)"|"http://cdn.yoox.biz/44/44505783_2.JPG"|"Solid colour Rear zip closure Round toeline Stitching Contrasting applications Leather sole Cone heel No No platform not made of fur Sandals  Soft leather"|"49.00"|"GBP"|"1242396271"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44505783"|"X SHOES - FOOTWEAR - High-heeled sandals"|""|"92.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7"|"X SHOES"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44505783&tp=31059"|"color:Black;largeimage:http://cdn.yoox.biz/44/44505783MP_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44505783MP_12_F.JPG;sex:WOMEN"
"MISSONI - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1242396333)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44506988%26tp%3D31059)"|"http://cdn.yoox.biz/44/44506988_2.JPG"|"Lightweight jumper Laminated effect Designer's motif Buckling ankle strap closure Round toeline No appliqu&#233;s Leather sole Covered spike heel Lightweight jumper No No platform not made of fur Sandals  Textile fibres, Soft leather"|"135.00"|"GBP"|"1242396333"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44506988"|"MISSONI - FOOTWEAR - High-heeled sandals"|""|"335.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5"|"MISSONI"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44506988&tp=31059"|"color:Sand;largeimage:http://cdn.yoox.biz/44/44506988SQ_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44506988SQ_12_F.JPG;sex:WOMEN"
"LOOKY - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1245754163)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44503052%26tp%3D31059)"|"http://cdn.yoox.biz/44/44503052_2.JPG"|"Solid colour Square toeline Stitching No appliqu&#233;s Leather sole Wooden heel No Platform not made of fur Sandals  Soft leather"|"49.00"|"GBP"|"1245754163"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44503052"|"LOOKY - FOOTWEAR - High-heeled sandals"|""|"130.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6"|"LOOKY"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44503052&tp=31059"|"color:Tan - Camel;largeimage:http://cdn.yoox.biz/44/44503052FJ_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44503052FJ_12_F.JPG;sex:WOMEN"
"DANIELLE - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1245754503)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44506971%26tp%3D31059)"|"http://cdn.yoox.biz/44/44506971_2.JPG"|"Solid colour Round toeline No appliqu&#233;s Leather sole Square heel No No platform not made of fur Sandals  Soft leather"|"45.00"|"GBP"|"1245754503"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44506971"|"DANIELLE - FOOTWEAR - High-heeled sandals"|""|"116.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7"|"DANIELLE"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44506971&tp=31059"|"color:Ochre - Tan;largeimage:http://cdn.yoox.biz/44/44506971GF_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44506971GF_12_F.JPG;sex:WOMEN"
"ILENIA P. - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1260049821)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44511867%26tp%3D31059)"|"http://cdn.yoox.biz/44/44511867_2.JPG"|"Solid colour Side buckle closure Round toeline Contrasting applications Leather sole Cigarette heel No No platform not made of fur Sandals  Soft leather"|"32.00"|"GBP"|"1260049821"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44511867"|"ILENIA P. - FOOTWEAR - High-heeled sandals"|""|"106.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7,8"|"ILENIA P."|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44511867&tp=31059"|"color:Red - Black;largeimage:http://cdn.yoox.biz/44/44511867BJ_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44511867BJ_12_F.JPG;sex:WOMEN"
"GUESS - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1303632225)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44517477%26tp%3D31059)"|"http://cdn.yoox.biz/44/44517477_2.JPG"|"Varnished effect Solid colour Side buckle closure Round toeline Stitching No appliqu&#233;s Sole in eco-leather Covered spike heel No No platform not made of fur Sandals  Soft leather"|"120.00"|"GBP"|"1303632225"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44517477"|"GUESS - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,5,6,7,8"|"GUESS"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44517477&tp=31059"|"color:Black;largeimage:http://cdn.yoox.biz/44/44517477HX_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44517477HX_12_F.JPG;sex:WOMEN"
"VANESSA BRUNO - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1304696701)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44502833%26tp%3D31059)"|"http://cdn.yoox.biz/44/44502833_2.JPG"|"Two-tone pattern Side buckle closure Round toeline Metal Applications Leather sole Square heel No No platform not made of fur Sandals  Soft leather"|"55.00"|"GBP"|"1304696701"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44502833"|"VANESSA BRUNO - FOOTWEAR - High-heeled sandals"|""|"289.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,6,7"|"VANESSA BRUNO"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44502833&tp=31059"|"color:Silver;largeimage:http://cdn.yoox.biz/44/44502833QL_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44502833QL_12_F.JPG;sex:WOMEN"
"ASH - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1322025853)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44537326%26tp%3D31059)"|"http://cdn.yoox.biz/44/44537326_2.JPG"|"Solid colour Side buckle closure Round toeline No appliqu&#233;s Rubber sole Covered cigarette heel No No platform not made of fur Sandals  Soft leather"|"84.00"|"GBP"|"1322025853"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44537326"|"ASH - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"4,5,6,8"|"ASH"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44537326&tp=31059"|"color:Khaki - Tan;largeimage:http://cdn.yoox.biz/44/44537326XQ_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44537326XQ_12_F.JPG;sex:WOMEN"
"CAMPER - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1356172597)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44535106%26tp%3D31059)"|"http://cdn.yoox.biz/44/44535106_2.JPG"|"Textured leather Sueded Two-tone pattern Round toeline Bow detailing Buckling ankle strap closure Square heel Textured leather No No platform not made of fur Sandals  Soft leather"|"49.00"|"GBP"|"1356172597"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44535106"|"CAMPER - FOOTWEAR - High-heeled sandals"|""|"75.00"|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,6,7,8"|"CAMPER"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44535106&tp=31059"|"color:Red;largeimage:http://cdn.yoox.biz/44/44535106NF_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44535106NF_12_F.JPG;sex:WOMEN"
"ANNARITA N. - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1365818663)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44538521%26tp%3D31059)"|"http://cdn.yoox.biz/44/44538521_2.JPG"|"Varnished effect Sueded Solid colour Buckling ankle strap closure Round toeline Logo detail Leather sole Covered stiletto No No platform not made of fur Sandals  Soft leather"|"125.00"|"GBP"|"1365818663"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44538521"|"ANNARITA N. - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"2,3,4,6,7"|"ANNARITA N."|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44538521&tp=31059"|"color:Red;largeimage:http://cdn.yoox.biz/44/44538521ID_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44538521ID_12_F.JPG;sex:WOMEN"
"VICINI - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1370633849)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44540390%26tp%3D31059)"|"http://cdn.yoox.biz/44/44540390_2.JPG"|"Solid colour Side buckle closure Round toeline Metal Applications Logo detail Leather sole Spike heel No No platform not made of fur Sandals  Soft leather"|"210.00"|"GBP"|"1370633849"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44540390"|"VICINI - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,3.5,4,4.5,5"|"VICINI"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44540390&tp=31059"|"color:Sand;largeimage:http://cdn.yoox.biz/44/44540390LX_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44540390LX_12_F.JPG;sex:WOMEN"
"MELISSA + JEAN PAUL GAULTIER - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1370635445)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44547090%26tp%3D31059)"|"http://cdn.yoox.biz/44/44547090_2.JPG"|"Solid colour Side buckle closure Round toeline No appliqu&#233;s Rubber sole Spike heel No Platform not made of fur Sandals  Rubber"|"105.00"|"GBP"|"1370635445"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44547090"|"MELISSA + JEAN PAUL GAULTIER - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"4.5,5,6,6.5,7"|"MELISSA + JEAN PAUL GAULTIER"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44547090&tp=31059"|"color:Green - Orange;largeimage:http://cdn.yoox.biz/44/44547090LO_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44547090LO_12_F.JPG;sex:WOMEN"
"DSQUARED2 - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1379710375)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44528479%26tp%3D31059)"|"http://cdn.yoox.biz/44/44528479_2.JPG"|"Snakeskin print Solid colour Side buckle closure Round toeline Metal Applications Leather sole Covered spike heel No No platform not made of fur Sandals  Soft leather"|"256.00"|"GBP"|"1379710375"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44528479"|"DSQUARED2 - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,5,6,7"|"DSQUARED2"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44528479&tp=31059"|"color:Camel;largeimage:http://cdn.yoox.biz/44/44528479KO_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44528479KO_12_F.JPG;sex:WOMEN"
"MARC BY MARC JACOBS - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1386800403)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44536101%26tp%3D31059)"|"http://cdn.yoox.biz/44/44536101_2.JPG"|"Solid colour Round toeline Buckle Contrasting applications Leather sole Square heel No No platform not made of fur Sandals  Soft leather, Ponyskin"|"170.00"|"GBP"|"1386800403"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44536101"|"MARC BY MARC JACOBS - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,4,4.5,5,6"|"MARC BY MARC JACOBS"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44536101&tp=31059"|"color:Khaki;largeimage:http://cdn.yoox.biz/44/44536101EV_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44536101EV_12_F.JPG;sex:WOMEN"
"MICHAEL MICHAEL KORS - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1386800805)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44544604%26tp%3D31059)"|"http://cdn.yoox.biz/44/44544604_2.JPG"|"Snakeskin print Multicolour Pattern Rear zip closure Round toeline Strap No appliqu&#233;s Sole in eco-leather Covered spike heel No No platform not made of fur Sandals  Soft leather"|"90.00"|"GBP"|"1386800805"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44544604"|"MICHAEL MICHAEL KORS - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,3.5,4,4.5,5,6.5,7"|"MICHAEL MICHAEL KORS"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44544604&tp=31059"|"color:Grey;largeimage:http://cdn.yoox.biz/44/44544604HH_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44544604HH_12_F.JPG;sex:WOMEN"
"MICHAEL MICHAEL KORS - FOOTWEAR - High-heeled sandals"|"http://pdt.tradedoubler.com/click?a(2332345)p(209707)prod(1386800807)ttid(5)url(http%3A%2F%2Fwww.yoox.com%2Fitem.asp%3Fcod10%3D44544611%26tp%3D31059)"|"http://cdn.yoox.biz/44/44544611_2.JPG"|"Varnished effect Solid colour Rear zip closure Round toeline Strap Engraved logo Sole in eco-leather Covered spike heel No No platform not made of fur Sandals  Soft leather"|"86.00"|"GBP"|"1386800807"|"760"|"Women shoes"|"FOOTWEAR_High-heeled sandals_D"|"44544611"|"MICHAEL MICHAEL KORS - FOOTWEAR - High-heeled sandals"|""|""|""|"Now"|"1"|"7.00"|"Standard: Delivery in 4-6 working days"|""|"3,3.5,4,4.5,5,5.5,6.5,7"|"MICHAEL MICHAEL KORS"|""|""|""|""|"New"|""|""|""|"YOOX_direct UK"|""|"209707"|"http://www.yoox.com/item.asp?cod10=44544611&tp=31059"|"color:Black;largeimage:http://cdn.yoox.biz/44/44544611SW_14_F.JPG;mediumimage:http://cdn.yoox.biz/44/44544611SW_12_F.JPG;sex:WOMEN"
